,coords
912,"Westminster, Cleethorpe Road, East Marsh, Grimsby, North East Lincolnshire, England, DN31 3ER, United Kingdom"
913,"Westminster, Cleethorpe Road, East Marsh, Grimsby, North East Lincolnshire, England, DN31 3ER, United Kingdom"
914,"Barking, London, Greater London, England, IG11 8NL, United Kingdom"
915,"Barking, London, Greater London, England, IG11 8NL, United Kingdom"
916,"Battersea, London Borough of Wandsworth, London, Greater London, England, SW11 3HW, United Kingdom"
917,"Battersea, London Borough of Wandsworth, London, Greater London, England, SW11 3HW, United Kingdom"
918,"Putney, London, Greater London, England, SW15 1RG, United Kingdom"
919,"Putney, London, Greater London, England, SW15 1RG, United Kingdom"
920,"Tooting, London, Greater London, England, SW17 0TF, United Kingdom"
921,"Tooting, London, Greater London, England, SW17 0TF, United Kingdom"
922,"Beckenham, London Borough of Bromley, London, Greater London, England, BR3 1DZ, United Kingdom"
923,"Beckenham, London Borough of Bromley, London, Greater London, England, BR3 1DZ, United Kingdom"
924,"Chislehurst, London Borough of Bromley, London, Greater London, England, BR7 6SN, United Kingdom"
925,"Chislehurst, London Borough of Bromley, London, Greater London, England, BR7 6SN, United Kingdom"
926,"Orpington, London, Greater London, England, BR6 0NA, United Kingdom"
927,"Orpington, London, Greater London, England, BR6 0NA, United Kingdom"
928,"Bermondsey, John Roll Way, Butler's Wharf, Bermondsey, London Borough of Southwark, London, Greater London, England, SE16 4SP, United Kingdom"
929,"Bermondsey, John Roll Way, Butler's Wharf, Bermondsey, London Borough of Southwark, London, Greater London, England, SE16 4SP, United Kingdom"
930,"Peckham, London Borough of Southwark, London, Greater London, England, United Kingdom"
931,"Peckham, London Borough of Southwark, London, Greater London, England, United Kingdom"
932,"Globe Town Market, Globe Town Market Square, Globe Town, Bethnal Green, London Borough of Tower Hamlets, London, Greater London, England, E2 0RR, United Kingdom"
933,"Globe Town Market, Globe Town Market Square, Globe Town, Bethnal Green, London Borough of Tower Hamlets, London, Greater London, England, E2 0RR, United Kingdom"
934,"Poplar, Castor Lane, Canary Wharf, Poplar, London Borough of Tower Hamlets, London, Greater London, England, E14 0BY, United Kingdom"
935,"Poplar, Castor Lane, Canary Wharf, Poplar, London Borough of Tower Hamlets, London, Greater London, England, E14 0BY, United Kingdom"
936,"Crayford, Stadium Way, Wansunt, Crayford, London Borough of Bexley, London, Greater London, England, DA1 4HR, United Kingdom"
937,"Erith and Thamesmead Labour Party, Bexley Road, Northumberland Heath, London Borough of Bexley, London, Greater London, England, DA8 3EZ, United Kingdom"
938,"Old Farm Park, Halfway Street, Longlands, London Borough of Bexley, London, Greater London, England, United Kingdom"
939,"Wembley Central, Wembley Central Square, Sudbury, London Borough of Brent, London, Greater London, England, HA0 2DH, United Kingdom"
940,"Wembley Central, Wembley Central Square, Sudbury, London Borough of Brent, London, Greater London, England, HA0 2DH, United Kingdom"
941,"North Wembley, East Lane, North Wembley, London Borough of Brent, London, Greater London, England, HA9 7NT, United Kingdom"
942,"North Wembley, East Lane, North Wembley, London Borough of Brent, London, Greater London, England, HA9 7NT, United Kingdom"
943,"Isleworth, Hounslow, London, Greater London, England, TW7 7EL, United Kingdom"
944,"Isleworth, Hounslow, London, Greater London, England, TW7 7EL, United Kingdom"
947,"Wallington, London Borough of Sutton, London, Greater London, England, SM6 0LT, United Kingdom"
948,"Wallington, London Borough of Sutton, London, Greater London, England, SM6 0LT, United Kingdom"
949,"Chingford Lane, High Road Woodford Green, Woodford, London Borough of Redbridge, London, Greater London, England, IG8 0UE, United Kingdom"
950,"Chingford Lane, High Road Woodford Green, Woodford, London Borough of Redbridge, London, Greater London, England, IG8 0UE, United Kingdom"
951,"Ilford Road, Albury Road, South Gosforth, Newcastle upon Tyne, North of Tyne, England, NE2 3PE, United Kingdom"
952,"Ilford Road, Albury Road, South Gosforth, Newcastle upon Tyne, North of Tyne, England, NE2 3PE, United Kingdom"
953,"Ilford, Ilton, South Somerset, Somerset, England, TA19 9EB, United Kingdom"
954,"Ilford, Ilton, South Somerset, Somerset, England, TA19 9EB, United Kingdom"
955,"Leyton, High Road Leyton, Temple Mills, London Borough of Waltham Forest, London, Greater London, England, E10 5PS, United Kingdom"
956,"Leyton, High Road Leyton, Temple Mills, London Borough of Waltham Forest, London, Greater London, England, E10 5PS, United Kingdom"
957,"Chipping Barnet, London, Greater London, England, EN5 5SB, United Kingdom"
958,"Chipping Barnet, London, Greater London, England, EN5 5SB, United Kingdom"
959,"Golders Green, London Borough of Barnet, London, Greater London, England, NW11 7NX, United Kingdom"
960,"Golders Green, London Borough of Barnet, London, Greater London, England, NW11 7NX, United Kingdom"
961,"Hendon, London Borough of Barnet, London, Greater London, England, NW4 1BP, United Kingdom"
962,"Hendon, London Borough of Barnet, London, Greater London, England, NW4 1BP, United Kingdom"
965,"Croydon Central Library, Mint Walk, Broad Green, London Borough of Croydon, London, Greater London, England, CR9 1JL, United Kingdom"
966,"Coulsdon North, Station Approach, London Borough of Croydon, London, Greater London, England, CR5 2NR, United Kingdom"
967,"Croydon, South Cambridgeshire, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom"
968,"West Norwood, Cotswold Street, West Dulwich, West Norwood, London Borough of Lambeth, London, Greater London, England, SE27 9NR, United Kingdom"
969,"West Norwood, Cotswold Street, West Dulwich, West Norwood, London Borough of Lambeth, London, Greater London, England, SE27 9NR, United Kingdom"
970,"Streatham, London, Greater London, England, SW16 1QR, United Kingdom"
971,"Streatham, London, Greater London, England, SW16 1QR, United Kingdom"
972,"Vauxhall, London Borough of Lambeth, London, Greater London, England, SE11 5AW, United Kingdom"
973,"Vauxhall, London Borough of Lambeth, London, Greater London, England, SE11 5AW, United Kingdom"
974,"North Acton, Victoria Road, Park Royal, London Borough of Ealing, London, Greater London, England, W3 6UP, United Kingdom"
975,"North Acton, Victoria Road, Park Royal, London Borough of Ealing, London, Greater London, England, W3 6UP, United Kingdom"
976,"Southall, South Road, London Borough of Ealing, London, Greater London, England, UB2 4AA, United Kingdom"
977,"Southall, South Road, London Borough of Ealing, London, Greater London, England, UB2 4AA, United Kingdom"
978,"East Ham, London, Greater London, England, E6 9SA, United Kingdom"
979,"East Ham, London, Greater London, England, E6 9SA, United Kingdom"
980,"West Ham, Manor Road, Mill Meads, West Ham, London Borough of Newham, London, Greater London, England, E15 3BN, United Kingdom"
981,"West Ham, Manor Road, Mill Meads, West Ham, London Borough of Newham, London, Greater London, England, E15 3BN, United Kingdom"
982,"Edmonton, London Borough of Enfield, London, Greater London, England, N9 9HH, United Kingdom"
983,"Edmonton, London Borough of Enfield, London, Greater London, England, N9 9HH, United Kingdom"
984,"Enfield, Eagle and Swinethorpe, Eagle, North Kesteven, Lincolnshire, England, LN6 9DH, United Kingdom"
985,"Enfield, Eagle and Swinethorpe, Eagle, North Kesteven, Lincolnshire, England, LN6 9DH, United Kingdom"
986,"Southgate, London Borough of Enfield, London, Greater London, England, N14 6NJ, United Kingdom"
987,"Southgate, London Borough of Enfield, London, Greater London, England, N14 6NJ, United Kingdom"
988,"Eltham, London, Greater London, England, SE9 1TD, United Kingdom"
989,"Eltham, London, Greater London, England, SE9 1TD, United Kingdom"
990,"Woolwich, Plumstead Road, Glyndon, Royal Borough of Greenwich, London, Greater London, England, SE18 6FL, United Kingdom"
991,"Woolwich, Plumstead Road, Glyndon, Royal Borough of Greenwich, London, Greater London, England, SE18 6FL, United Kingdom"
992,"Hackney Downs North Junction, Andre Street, Lower Clapton, Shacklewell, London Borough of Hackney, London, Greater London, England, E8 2FN, United Kingdom"
993,"Hackney Downs North Junction, Andre Street, Lower Clapton, Shacklewell, London Borough of Hackney, London, Greater London, England, E8 2FN, United Kingdom"
996,"Hammersmith, London, Greater London, England, W6 9YA, United Kingdom"
997,"Hammersmith, London, Greater London, England, W6 9YA, United Kingdom"
998,"London Borough of Harrow, Greater London, England, HA3 5FE, United Kingdom"
999,"London Borough of Harrow, Greater London, England, HA3 5FE, United Kingdom"
1000,"West Harrow, The Gardens, Harrow on the Hill, London Borough of Harrow, London, Greater London, England, HA1 4FP, United Kingdom"
1001,"West Harrow, The Gardens, Harrow on the Hill, London Borough of Harrow, London, Greater London, England, HA1 4FP, United Kingdom"
1002,"Hayes & Harlington, Station Road, Hayes, London, Greater London, England, UB3 1AD, United Kingdom"
1003,"Hayes & Harlington, Station Road, Hayes, London, Greater London, England, UB3 1AD, United Kingdom"
1004,"St Pancras, The Circle, King's Cross, London Borough of Camden, London, Greater London, England, N1C 4QP, United Kingdom"
1005,"St Pancras, The Circle, King's Cross, London Borough of Camden, London, Greater London, England, N1C 4QP, United Kingdom"
1006,"Wood Green, Lordship Lane, Hornsey Park, Hornsey, London Borough of Haringey, London, Greater London, England, N22 5JU, United Kingdom"
1007,"Wood Green, Lordship Lane, Hornsey Park, Hornsey, London Borough of Haringey, London, Greater London, England, N22 5JU, United Kingdom"
1008,"Tottenham, London Borough of Haringey, London, Greater London, England, N17 9TR, United Kingdom"
1009,"Tottenham, London Borough of Haringey, London, Greater London, England, N17 9TR, United Kingdom"
1010,"Islington, Titchmarsh, North Northamptonshire, England, NN14 3DG, United Kingdom"
1011,"Islington, Titchmarsh, North Northamptonshire, England, NN14 3DG, United Kingdom"
1012,"Islington South & Finsbury Labour Party, 65, Barnsbury Street, Highbury, London Borough of Islington, London, Greater London, England, N1 1EJ, United Kingdom"
1013,"Islington South & Finsbury Labour Party, 65, Barnsbury Street, Highbury, London Borough of Islington, London, Greater London, England, N1 1EJ, United Kingdom"
1014,"Kensington, London, Greater London, England, W8 6NA, United Kingdom"
1015,"Kensington, London, Greater London, England, W8 6NA, United Kingdom"
1016,"Surbiton, Royal Borough of Kingston upon Thames, London, Greater London, England, KT6 4LQ, United Kingdom"
1017,"Surbiton, Royal Borough of Kingston upon Thames, London, Greater London, England, KT6 4LQ, United Kingdom"
1018,"Richmond Park, London Borough of Richmond upon Thames, London, Greater London, England, United Kingdom"
1019,"Richmond Park, London Borough of Richmond upon Thames, London, Greater London, England, United Kingdom"
1020,"Deptford, London Borough of Lewisham, London, Greater London, England, SE10 8ND, United Kingdom"
1021,"Deptford, London Borough of Lewisham, London, Greater London, England, SE10 8ND, United Kingdom"
1022,"London Borough of Lewisham, London, Greater London, England, BR1 4LA, United Kingdom"
1023,"London Borough of Lewisham, London, Greater London, England, BR1 4LA, United Kingdom"
1024,"Morden Hall Park, Morden, London Borough of Merton, London, Greater London, England, United Kingdom"
1025,"Morden Hall Park, Morden, London Borough of Merton, London, Greater London, England, United Kingdom"
1026,"Wimbledon, London, Greater London, England, SW19 7NL, United Kingdom"
1027,"Wimbledon, London, Greater London, England, SW19 7NL, United Kingdom"
1028,"Romford, London, Greater London, England, RM1 1RX, United Kingdom"
1029,"Romford, London, Greater London, England, RM1 1RX, United Kingdom"
1030,"Twickenham, London Borough of Richmond upon Thames, London, Greater London, England, TW1 3RZ, United Kingdom"
1031,"Twickenham, London Borough of Richmond upon Thames, London, Greater London, England, TW1 3RZ, United Kingdom"
1032,"Walthamstow, London, Greater London, England, E17 3AL, United Kingdom"
1033,"Walthamstow, London, Greater London, England, E17 3AL, United Kingdom"
1034,"Westminster, Cleethorpe Road, East Marsh, Grimsby, North East Lincolnshire, England, DN31 3ER, United Kingdom"
1035,"Westminster, Cleethorpe Road, East Marsh, Grimsby, North East Lincolnshire, England, DN31 3ER, United Kingdom"
1036,"Barking, London, Greater London, England, IG11 8NL, United Kingdom"
1037,"Battersea, London Borough of Wandsworth, London, Greater London, England, SW11 3HW, United Kingdom"
1038,"Putney, London, Greater London, England, SW15 1RG, United Kingdom"
1039,"Tooting, London, Greater London, England, SW17 0TF, United Kingdom"
1040,"Beckenham, London Borough of Bromley, London, Greater London, England, BR3 1DZ, United Kingdom"
1041,"Chislehurst, London Borough of Bromley, London, Greater London, England, BR7 6SN, United Kingdom"
1042,"Orpington, London, Greater London, England, BR6 0NA, United Kingdom"
1043,"Bermondsey, John Roll Way, Butler's Wharf, Bermondsey, London Borough of Southwark, London, Greater London, England, SE16 4SP, United Kingdom"
1044,"Peckham, London Borough of Southwark, London, Greater London, England, United Kingdom"
1045,"Globe Town Market, Globe Town Market Square, Globe Town, Bethnal Green, London Borough of Tower Hamlets, London, Greater London, England, E2 0RR, United Kingdom"
1046,"Poplar, Castor Lane, Canary Wharf, Poplar, London Borough of Tower Hamlets, London, Greater London, England, E14 0BY, United Kingdom"
1047,"Wembley Central, Wembley Central Square, Sudbury, London Borough of Brent, London, Greater London, England, HA0 2DH, United Kingdom"
1048,"North Wembley, East Lane, North Wembley, London Borough of Brent, London, Greater London, England, HA9 7NT, United Kingdom"
1049,"Isleworth, Hounslow, London, Greater London, England, TW7 7EL, United Kingdom"
1051,"Wallington, London Borough of Sutton, London, Greater London, England, SM6 0LT, United Kingdom"
1052,"Chipping Barnet, London, Greater London, England, EN5 5SB, United Kingdom"
1053,"Golders Green, London Borough of Barnet, London, Greater London, England, NW11 7NX, United Kingdom"
1054,"Hendon, London Borough of Barnet, London, Greater London, England, NW4 1BP, United Kingdom"
1056,"Croydon Central Library, Mint Walk, Broad Green, London Borough of Croydon, London, Greater London, England, CR9 1JL, United Kingdom"
1057,"Coulsdon North, Station Approach, London Borough of Croydon, London, Greater London, England, CR5 2NR, United Kingdom"
1058,"Croydon, South Cambridgeshire, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom"
1059,"North Acton, Victoria Road, Park Royal, London Borough of Ealing, London, Greater London, England, W3 6UP, United Kingdom"
1060,"Southall, South Road, London Borough of Ealing, London, Greater London, England, UB2 4AA, United Kingdom"
1061,"East Ham, London, Greater London, England, E6 9SA, United Kingdom"
1062,"West Ham, Manor Road, Mill Meads, West Ham, London Borough of Newham, London, Greater London, England, E15 3BN, United Kingdom"
1063,"Edmonton, London Borough of Enfield, London, Greater London, England, N9 9HH, United Kingdom"
1064,"Enfield, Eagle and Swinethorpe, Eagle, North Kesteven, Lincolnshire, England, LN6 9DH, United Kingdom"
1065,"Southgate, London Borough of Enfield, London, Greater London, England, N14 6NJ, United Kingdom"
1066,"Eltham, London, Greater London, England, SE9 1TD, United Kingdom"
1067,"Woolwich, Plumstead Road, Glyndon, Royal Borough of Greenwich, London, Greater London, England, SE18 6FL, United Kingdom"
1068,"Hackney Downs North Junction, Andre Street, Lower Clapton, Shacklewell, London Borough of Hackney, London, Greater London, England, E8 2FN, United Kingdom"
1070,"Hammersmith, London, Greater London, England, W6 9YA, United Kingdom"
1071,"London Borough of Harrow, Greater London, England, HA3 5FE, United Kingdom"
1072,"West Harrow, The Gardens, Harrow on the Hill, London Borough of Harrow, London, Greater London, England, HA1 4FP, United Kingdom"
1073,"Hayes & Harlington, Station Road, Hayes, London, Greater London, England, UB3 1AD, United Kingdom"
1074,"St Pancras, The Circle, King's Cross, London Borough of Camden, London, Greater London, England, N1C 4QP, United Kingdom"
1075,"Wood Green, Lordship Lane, Hornsey Park, Hornsey, London Borough of Haringey, London, Greater London, England, N22 5JU, United Kingdom"
1076,"Tottenham, London Borough of Haringey, London, Greater London, England, N17 9TR, United Kingdom"
1077,"Islington, Titchmarsh, North Northamptonshire, England, NN14 3DG, United Kingdom"
1078,"Islington South & Finsbury Labour Party, 65, Barnsbury Street, Highbury, London Borough of Islington, London, Greater London, England, N1 1EJ, United Kingdom"
1079,"Kensington, London, Greater London, England, W8 6NA, United Kingdom"
1080,"Deptford, London Borough of Lewisham, London, Greater London, England, SE10 8ND, United Kingdom"
1081,"London Borough of Lewisham, London, Greater London, England, BR1 4LA, United Kingdom"
1082,"Romford, London, Greater London, England, RM1 1RX, United Kingdom"
1083,"Streatham, London, Greater London, England, SW16 1QR, United Kingdom"
1084,"Vauxhall, London Borough of Lambeth, London, Greater London, England, SE11 5AW, United Kingdom"
1085,"Twickenham, London Borough of Richmond upon Thames, London, Greater London, England, TW1 3RZ, United Kingdom"
1086,"Walthamstow, London, Greater London, England, E17 3AL, United Kingdom"
1087,"Westminster, Cleethorpe Road, East Marsh, Grimsby, North East Lincolnshire, England, DN31 3ER, United Kingdom"
938,"Old Farm Park, Halfway Street, Longlands, London Borough of Bexley, London, Greater London, England, United Kingdom"
956,"Leyton, High Road Leyton, Temple Mills, London Borough of Waltham Forest, London, Greater London, England, E10 5PS, United Kingdom"
1017,"Surbiton, Royal Borough of Kingston upon Thames, London, Greater London, England, KT6 4LQ, United Kingdom"
1027,"Wimbledon, London, Greater London, England, SW19 7NL, United Kingdom"
590,"Westminster, Cleethorpe Road, East Marsh, Grimsby, North East Lincolnshire, England, DN31 3ER, United Kingdom"
540,"Kensington, London, Greater London, England, W8 6NA, United Kingdom"
496,"Hammersmith, London, Greater London, England, W6 9YA, United Kingdom"
1036,"Barking, London, Greater London, England, IG11 8NL, United Kingdom"
1037,"Battersea, London Borough of Wandsworth, London, Greater London, England, SW11 3HW, United Kingdom"
1038,"Putney, London, Greater London, England, SW15 1RG, United Kingdom"
1039,"Tooting, London, Greater London, England, SW17 0TF, United Kingdom"
1040,"Beckenham, London Borough of Bromley, London, Greater London, England, BR3 1DZ, United Kingdom"
1041,"Chislehurst, London Borough of Bromley, London, Greater London, England, BR7 6SN, United Kingdom"
1042,"Orpington, London, Greater London, England, BR6 0NA, United Kingdom"
1043,"Bermondsey, John Roll Way, Butler's Wharf, Bermondsey, London Borough of Southwark, London, Greater London, England, SE16 4SP, United Kingdom"
1044,"Peckham, London Borough of Southwark, London, Greater London, England, United Kingdom"
1045,"Globe Town Market, Globe Town Market Square, Globe Town, Bethnal Green, London Borough of Tower Hamlets, London, Greater London, England, E2 0RR, United Kingdom"
1046,"Poplar, Castor Lane, Canary Wharf, Poplar, London Borough of Tower Hamlets, London, Greater London, England, E14 0BY, United Kingdom"
1047,"Wembley Central, Wembley Central Square, Sudbury, London Borough of Brent, London, Greater London, England, HA0 2DH, United Kingdom"
1048,"North Wembley, East Lane, North Wembley, London Borough of Brent, London, Greater London, England, HA9 7NT, United Kingdom"
1049,"Isleworth, Hounslow, London, Greater London, England, TW7 7EL, United Kingdom"
1051,"Wallington, London Borough of Sutton, London, Greater London, England, SM6 0LT, United Kingdom"
1052,"Chipping Barnet, London, Greater London, England, EN5 5SB, United Kingdom"
1053,"Golders Green, London Borough of Barnet, London, Greater London, England, NW11 7NX, United Kingdom"
1054,"Hendon, London Borough of Barnet, London, Greater London, England, NW4 1BP, United Kingdom"
1056,"Croydon Central Library, Mint Walk, Broad Green, London Borough of Croydon, London, Greater London, England, CR9 1JL, United Kingdom"
1057,"Coulsdon North, Station Approach, London Borough of Croydon, London, Greater London, England, CR5 2NR, United Kingdom"
1058,"Croydon, South Cambridgeshire, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom"
1059,"North Acton, Victoria Road, Park Royal, London Borough of Ealing, London, Greater London, England, W3 6UP, United Kingdom"
1060,"Southall, South Road, London Borough of Ealing, London, Greater London, England, UB2 4AA, United Kingdom"
1061,"East Ham, London, Greater London, England, E6 9SA, United Kingdom"
1062,"West Ham, Manor Road, Mill Meads, West Ham, London Borough of Newham, London, Greater London, England, E15 3BN, United Kingdom"
1063,"Edmonton, London Borough of Enfield, London, Greater London, England, N9 9HH, United Kingdom"
1064,"Enfield, Eagle and Swinethorpe, Eagle, North Kesteven, Lincolnshire, England, LN6 9DH, United Kingdom"
1065,"Southgate, London Borough of Enfield, London, Greater London, England, N14 6NJ, United Kingdom"
1066,"Eltham, London, Greater London, England, SE9 1TD, United Kingdom"
1067,"Woolwich, Plumstead Road, Glyndon, Royal Borough of Greenwich, London, Greater London, England, SE18 6FL, United Kingdom"
1068,"Hackney Downs North Junction, Andre Street, Lower Clapton, Shacklewell, London Borough of Hackney, London, Greater London, England, E8 2FN, United Kingdom"
1070,"Hammersmith, London, Greater London, England, W6 9YA, United Kingdom"
1071,"London Borough of Harrow, Greater London, England, HA3 5FE, United Kingdom"
1072,"West Harrow, The Gardens, Harrow on the Hill, London Borough of Harrow, London, Greater London, England, HA1 4FP, United Kingdom"
1073,"Hayes & Harlington, Station Road, Hayes, London, Greater London, England, UB3 1AD, United Kingdom"
1074,"St Pancras, The Circle, King's Cross, London Borough of Camden, London, Greater London, England, N1C 4QP, United Kingdom"
1075,"Wood Green, Lordship Lane, Hornsey Park, Hornsey, London Borough of Haringey, London, Greater London, England, N22 5JU, United Kingdom"
1076,"Tottenham, London Borough of Haringey, London, Greater London, England, N17 9TR, United Kingdom"
1077,"Islington, Titchmarsh, North Northamptonshire, England, NN14 3DG, United Kingdom"
1078,"Islington South & Finsbury Labour Party, 65, Barnsbury Street, Highbury, London Borough of Islington, London, Greater London, England, N1 1EJ, United Kingdom"
1079,"Kensington, London, Greater London, England, W8 6NA, United Kingdom"
1080,"Deptford, London Borough of Lewisham, London, Greater London, England, SE10 8ND, United Kingdom"
1081,"London Borough of Lewisham, London, Greater London, England, BR1 4LA, United Kingdom"
1082,"Romford, London, Greater London, England, RM1 1RX, United Kingdom"
1083,"Streatham, London, Greater London, England, SW16 1QR, United Kingdom"
1084,"Vauxhall, London Borough of Lambeth, London, Greater London, England, SE11 5AW, United Kingdom"
1085,"Twickenham, London Borough of Richmond upon Thames, London, Greater London, England, TW1 3RZ, United Kingdom"
1086,"Walthamstow, London, Greater London, England, E17 3AL, United Kingdom"
1087,"Westminster, Cleethorpe Road, East Marsh, Grimsby, North East Lincolnshire, England, DN31 3ER, United Kingdom"
938,"Old Farm Park, Halfway Street, Longlands, London Borough of Bexley, London, Greater London, England, United Kingdom"
956,"Leyton, High Road Leyton, Temple Mills, London Borough of Waltham Forest, London, Greater London, England, E10 5PS, United Kingdom"
1017,"Surbiton, Royal Borough of Kingston upon Thames, London, Greater London, England, KT6 4LQ, United Kingdom"
1027,"Wimbledon, London, Greater London, England, SW19 7NL, United Kingdom"
